,accumulated_power,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,power,resistance,speed,temperature,timestamp,unknown_61,unknown_66
674,135748,2111,86,5527.53,-77.80000000000001,7.8,0.0,174,325.0,0,7800,14,2019-05-11 16:46:17,2111,582
675,136072,2111,86,5535.33,-77.80000000000001,7.8,0.0,174,324.0,0,7800,14,2019-05-11 16:46:18,2111,582
676,136396,2111,86,5543.18,-77.80000000000001,7.856,0.0,174,324.0,0,7856,14,2019-05-11 16:46:19,2111,581
677,136719,2111,86,5550.94,-77.80000000000001,7.744,0.0,174,323.0,0,7744,14,2019-05-11 16:46:20,2111,581
678,137042,2111,86,5558.77,-77.80000000000001,7.828,0.0,175,323.0,0,7828,14,2019-05-11 16:46:21,2111,581
679,137365,2110,86,5568.4,-78.0,7.772,0.0,175,323.0,0,7772,14,2019-05-11 16:46:22,2110,581
680,137688,2110,86,5574.31,-78.0,7.772,0.0,175,323.0,0,7772,14,2019-05-11 16:46:23,2110,581
681,138012,2110,85,5582.16,-78.0,7.856,0.0,175,324.0,0,7856,14,2019-05-11 16:46:24,2110,581
682,138334,2110,85,5590.02,-78.0,7.856,0.0,176,322.0,0,7856,14,2019-05-11 16:46:25,2110,581
683,138656,2110,86,5597.82,-78.0,7.8,0.0,175,322.0,0,7800,14,2019-05-11 16:46:26,2110,581
684,138981,2110,86,5605.67,-78.0,7.856,0.0,176,325.0,0,7856,14,2019-05-11 16:46:27,2110,581
685,139306,2111,86,5613.59,-77.80000000000001,7.912,0.0,176,325.0,0,7912,14,2019-05-11 16:46:28,2111,581
686,139630,2111,86,5621.36,-77.80000000000001,7.772,0.0,176,324.0,0,7772,14,2019-05-11 16:46:29,2111,581
687,139954,2111,85,5629.19,-77.80000000000001,7.828,0.0,176,324.0,0,7828,14,2019-05-11 16:46:30,2111,581
688,140279,2111,86,5637.1,-77.80000000000001,7.912,0.0,176,325.0,0,7912,14,2019-05-11 16:46:31,2111,581
689,140604,2111,86,5644.95,-77.80000000000001,7.856,0.0,176,325.0,0,7856,14,2019-05-11 16:46:32,2111,581
690,140927,2111,87,5652.84,-77.80000000000001,7.884,0.0,176,323.0,0,7884,14,2019-05-11 16:46:33,2111,581
691,141250,2111,87,5660.7,-77.80000000000001,7.856,0.0,176,323.0,0,7856,14,2019-05-11 16:46:34,2111,581
692,141575,2111,87,5668.59,-77.80000000000001,7.884,0.0,175,325.0,0,7884,14,2019-05-11 16:46:35,2111,581
693,141902,2112,87,5676.32,-77.60000000000002,7.744,0.0,175,327.0,0,7744,14,2019-05-11 16:46:36,2112,581
694,141902,2112,85,5684.01,-77.60000000000002,7.688,0.0,175,225.0,0,7688,14,2019-05-11 16:46:37,2112,581
695,141902,2112,85,5692.24,-77.60000000000002,8.22,0.0,175,225.0,0,8220,14,2019-05-11 16:46:38,2112,581
696,142578,2112,87,5700.45,-77.60000000000002,8.22,0.0,175,226.0,0,8220,14,2019-05-11 16:46:39,2112,581
697,142936,2112,92,5709.11,-77.60000000000002,8.659,0.0,175,358.0,0,8659,14,2019-05-11 16:46:40,2112,581
698,143294,2112,92,5717.66,-77.60000000000002,8.547,0.0,175,358.0,0,8547,14,2019-05-11 16:46:41,2112,581
699,143653,2112,94,5726.21,-77.60000000000002,8.547,0.0,174,359.0,0,8547,14,2019-05-11 16:46:42,2112,581
700,143653,2112,94,5734.45,-77.60000000000002,8.248,0.0,174,354.0,0,8248,14,2019-05-11 16:46:43,2112,582
701,144361,2112,92,5742.7,-77.60000000000002,8.248,0.0,173,354.0,0,8248,14,2019-05-11 16:46:44,2112,581
702,144707,2111,90,5750.92,-77.80000000000001,8.22,0.0,173,346.0,0,8220,14,2019-05-11 16:46:45,2111,581
703,145058,2111,89,5759.14,-77.80000000000001,8.22,0.0,173,351.0,0,8220,14,2019-05-11 16:46:46,2111,581
704,145409,2111,90,5767.48,-77.80000000000001,8.332,0.0,172,351.0,0,8332,14,2019-05-11 16:46:47,2111,582
705,145761,2111,90,5775.78,-77.80000000000001,8.304,0.0,172,352.0,0,8304,14,2019-05-11 16:46:48,2111,581
706,146113,2111,91,5784.15,-77.80000000000001,8.36,0.0,172,352.0,0,8360,14,2019-05-11 16:46:49,2111,582
707,146464,2111,92,5792.55,-77.80000000000001,8.407,0.0,172,351.0,0,8407,14,2019-05-11 16:46:50,2111,582
708,146815,2111,92,5800.98,-77.80000000000001,8.435,0.0,172,351.0,0,8435,14,2019-05-11 16:46:51,2111,582
709,147169,2111,93,5809.36,-77.80000000000001,8.379,0.0,172,354.0,0,8379,14,2019-05-11 16:46:52,2111,581
710,147523,2111,91,5817.69,-77.80000000000001,8.332,0.0,169,354.0,0,8332,14,2019-05-11 16:46:53,2111,582
711,147870,2110,91,5825.97,-78.0,8.276,0.0,169,347.0,0,8276,14,2019-05-11 16:46:54,2110,582
712,148217,2110,90,5834.16,-78.0,8.192,0.0,169,347.0,0,8192,14,2019-05-11 16:46:55,2110,581
713,148567,2110,89,5842.33,-78.0,8.164,0.0,169,350.0,0,8164,14,2019-05-11 16:46:56,2110,581
714,148917,2110,89,5850.46,-78.0,8.136,0.0,169,350.0,0,8136,14,2019-05-11 16:46:57,2110,581
715,149267,2110,89,5858.66,-78.0,8.192,0.0,169,350.0,0,8192,14,2019-05-11 16:46:58,2110,581
716,149617,2110,90,5866.8,-78.0,8.136,0.0,169,350.0,0,8136,14,2019-05-11 16:46:59,2110,582
717,149967,2110,90,5874.93,-78.0,8.136,0.0,169,350.0,0,8136,14,2019-05-11 16:47:00,2110,581
718,150318,2110,89,5883.15,-78.0,8.22,0.0,169,351.0,0,8220,14,2019-05-11 16:47:01,2110,582
719,150669,2110,89,5891.37,-78.0,8.22,0.0,169,351.0,0,8220,14,2019-05-11 16:47:02,2110,582
720,151020,2110,90,5899.53,-78.0,8.164,0.0,169,351.0,0,8164,14,2019-05-11 16:47:03,2110,581
721,151371,2110,90,5907.71,-78.0,8.164,0.0,169,351.0,0,8164,14,2019-05-11 16:47:04,2110,582
722,151722,2110,90,5915.76,-78.0,8.052,0.0,167,351.0,0,8052,14,2019-05-11 16:47:05,2110,582
723,152071,2110,89,5923.86,-78.0,8.108,0.0,167,349.0,0,8108,14,2019-05-11 16:47:06,2110,582
724,152418,2110,88,5931.91,-78.0,8.052,0.0,167,347.0,0,8052,14,2019-05-11 16:47:07,2110,582
725,152767,2110,88,5939.93,-78.0,8.024,0.0,167,349.0,0,8024,14,2019-05-11 16:47:08,2110,582
726,153118,2110,89,5947.96,-78.0,8.024,0.0,167,351.0,0,8024,14,2019-05-11 16:47:09,2110,582
727,153467,2110,88,5956.05,-78.0,8.08,0.0,167,349.0,0,8080,14,2019-05-11 16:47:10,2110,582
728,153815,2110,88,5964.09,-78.0,8.052,0.0,167,348.0,0,8052,14,2019-05-11 16:47:11,2110,581
729,154164,2109,88,5972.09,-78.19999999999999,7.996,0.0,167,349.0,0,7996,14,2019-05-11 16:47:12,2109,582
730,154514,2109,88,5980.23,-78.19999999999999,8.136,0.0,167,350.0,0,8136,14,2019-05-11 16:47:13,2109,582
731,154865,2109,88,5988.23,-78.19999999999999,7.996,0.0,167,351.0,0,7996,14,2019-05-11 16:47:14,2109,581
732,155217,2109,88,5996.14,-78.19999999999999,7.912,0.0,168,352.0,0,7912,14,2019-05-11 16:47:15,2109,581
733,155569,2109,86,6004.1,-78.19999999999999,7.968,0.0,169,352.0,0,7968,14,2019-05-11 16:47:16,2109,582
734,155919,2109,86,6012.13,-78.19999999999999,8.024,0.0,169,350.0,0,8024,14,2019-05-11 16:47:17,2109,582
735,156269,2109,86,6020.24,-78.19999999999999,8.108,0.0,169,350.0,0,8108,14,2019-05-11 16:47:18,2109,581
736,156620,2109,88,6028.35,-78.19999999999999,8.108,0.0,169,351.0,0,8108,14,2019-05-11 16:47:19,2109,581
737,156971,2109,89,6036.56,-78.19999999999999,8.22,0.0,169,351.0,0,8220,14,2019-05-11 16:47:20,2109,581
738,157323,2109,89,6044.7,-78.19999999999999,8.136,0.0,169,352.0,0,8136,14,2019-05-11 16:47:21,2109,581
739,157675,2109,88,6052.89,-78.19999999999999,8.192,0.0,169,352.0,0,8192,14,2019-05-11 16:47:22,2109,582
740,158027,2110,89,6061.09,-78.0,8.192,0.0,169,352.0,0,8192,14,2019-05-11 16:47:23,2110,581
741,158379,2110,89,6069.33,-78.0,8.248,0.0,169,352.0,0,8248,14,2019-05-11 16:47:24,2110,581
742,158730,2110,90,6077.59,-78.0,8.248,0.0,169,351.0,0,8248,14,2019-05-11 16:47:25,2110,581
743,159081,2110,90,6085.86,-78.0,8.276,0.0,169,351.0,0,8276,14,2019-05-11 16:47:26,2110,581
744,159432,2110,90,6094.19,-78.0,8.332,0.0,169,351.0,0,8332,14,2019-05-11 16:47:27,2110,581
745,159784,2110,91,6102.59,-78.0,8.379,0.0,169,352.0,0,8379,14,2019-05-11 16:47:28,2110,581
746,160136,2110,92,6110.95,-78.0,8.379,0.0,169,352.0,0,8379,14,2019-05-11 16:47:29,2110,581
747,160489,2110,91,6119.35,-78.0,8.407,0.0,169,353.0,0,8407,14,2019-05-11 16:47:30,2110,581
748,160839,2110,91,6127.73,-78.0,8.379,0.0,169,350.0,0,8379,14,2019-05-11 16:47:31,2110,581
749,161187,2110,91,6136.07,-78.0,8.332,0.0,169,348.0,0,8332,14,2019-05-11 16:47:32,2110,581
750,161535,2110,91,6144.37,-78.0,8.304,0.0,169,348.0,0,8304,14,2019-05-11 16:47:33,2110,581
751,161883,2110,91,6152.65,-78.0,8.276,0.0,169,348.0,0,8276,14,2019-05-11 16:47:34,2110,581
752,162231,2110,90,6161.01,-78.0,8.36,0.0,169,348.0,0,8360,14,2019-05-11 16:47:35,2110,581
753,162584,2110,91,6169.41,-78.0,8.407,0.0,169,353.0,0,8407,14,2019-05-11 16:47:36,2110,581
754,162945,2110,94,6177.86,-78.0,8.435,0.0,169,361.0,0,8435,14,2019-05-11 16:47:37,2110,582
755,163314,2110,94,6186.31,-78.0,8.463,0.0,170,369.0,0,8463,14,2019-05-11 16:47:38,2110,582
756,163685,2110,92,6195.0,-78.0,8.687,0.0,170,371.0,0,8687,14,2019-05-11 16:47:39,2110,582
757,164059,2110,93,6203.66,-78.0,8.659,0.0,170,374.0,0,8659,14,2019-05-11 16:47:40,2110,582
758,164432,2110,95,6212.24,-78.0,8.575,0.0,170,373.0,0,8575,14,2019-05-11 16:47:41,2110,581
759,164804,2110,95,6220.7,-78.0,8.463,0.0,172,372.0,0,8463,14,2019-05-11 16:47:42,2110,582
760,165176,2109,94,6229.17,-78.19999999999999,8.463,0.0,172,372.0,0,8463,14,2019-05-11 16:47:43,2109,581
761,165548,2108,93,6237.46,-78.39999999999998,8.304,0.0,171,372.0,0,8304,14,2019-05-11 16:47:44,2108,581
762,165920,2108,93,6246.07,-78.39999999999998,8.603,0.0,173,372.0,0,8603,14,2019-05-11 16:47:45,2108,581
763,166294,2108,94,6254.58,-78.39999999999998,8.519,0.0,175,374.0,0,8519,14,2019-05-11 16:47:46,2108,581
764,166668,2108,95,6263.55,-78.39999999999998,8.967,0.0,175,374.0,0,8967,14,2019-05-11 16:47:47,2108,581
765,167045,2108,95,6272.57,-78.39999999999998,9.023,0.0,175,377.0,0,9023,14,2019-05-11 16:47:48,2108,581
766,167422,2107,96,6281.83,-78.60000000000002,9.247,0.0,175,377.0,0,9247,14,2019-05-11 16:47:49,2107,581
767,167794,2107,100,6290.82,-78.60000000000002,8.995,0.0,175,372.0,0,8995,14,2019-05-11 16:47:50,2107,581
768,168166,2107,100,6299.65,-78.60000000000002,8.827,0.0,175,372.0,0,8827,14,2019-05-11 16:47:51,2107,582
769,168539,2107,97,6308.44,-78.60000000000002,8.799,0.0,175,373.0,0,8799,14,2019-05-11 16:47:52,2107,581
770,168912,2107,96,6317.33,-78.60000000000002,8.883,0.0,175,373.0,0,8883,14,2019-05-11 16:47:53,2107,581
771,169284,2107,96,6326.18,-78.60000000000002,8.855,0.0,175,372.0,0,8855,14,2019-05-11 16:47:54,2107,581
772,169656,2107,96,6334.95,-78.60000000000002,8.771,0.0,175,372.0,0,8771,14,2019-05-11 16:47:55,2107,581
773,170029,2107,95,6343.58,-78.60000000000002,8.631,0.0,175,373.0,0,8631,14,2019-05-11 16:47:56,2107,582
774,170404,2107,95,6352.18,-78.60000000000002,8.603,0.0,173,375.0,0,8603,14,2019-05-11 16:47:57,2107,582
775,170777,2107,95,6360.9,-78.60000000000002,8.715,0.0,173,373.0,0,8715,14,2019-05-11 16:47:58,2107,581
776,171149,2107,95,6369.65,-78.60000000000002,8.743,0.0,173,372.0,0,8743,14,2019-05-11 16:47:59,2107,581
777,171521,2107,95,6378.42,-78.60000000000002,8.771,0.0,173,372.0,0,8771,14,2019-05-11 16:48:00,2107,581
778,171894,2107,95,6387.18,-78.60000000000002,8.771,0.0,173,373.0,0,8771,14,2019-05-11 16:48:01,2107,581
779,172265,2107,95,6395.9,-78.60000000000002,8.715,0.0,173,371.0,0,8715,14,2019-05-11 16:48:02,2107,581
780,172635,2107,95,6404.64,-78.60000000000002,8.743,0.0,173,370.0,0,8743,14,2019-05-11 16:48:03,2107,581
781,173004,2107,95,6413.39,-78.60000000000002,8.743,0.0,173,369.0,0,8743,14,2019-05-11 16:48:04,2107,581
782,173373,2107,95,6422.21,-78.60000000000002,8.827,0.0,170,369.0,0,8827,14,2019-05-11 16:48:05,2107,582
783,173745,2107,94,6431.07,-78.60000000000002,8.855,0.0,170,372.0,0,8855,14,2019-05-11 16:48:06,2107,581
784,174121,2107,95,6439.79,-78.60000000000002,8.715,0.0,170,376.0,0,8715,14,2019-05-11 16:48:07,2107,581
785,174121,2107,95,6448.55,-78.60000000000002,8.771,0.0,168,376.0,0,8771,14,2019-05-11 16:48:08,2107,581
786,174873,2107,96,6457.36,-78.60000000000002,8.799,0.0,170,376.0,0,8799,14,2019-05-11 16:48:09,2107,581
787,175249,2107,96,6466.15,-78.60000000000002,8.799,0.0,170,376.0,0,8799,14,2019-05-11 16:48:10,2107,582
788,175623,2107,96,6474.84,-78.60000000000002,8.687,0.0,170,374.0,0,8687,14,2019-05-11 16:48:11,2107,581
789,175997,2107,97,6483.49,-78.60000000000002,8.659,0.0,170,374.0,0,8659,14,2019-05-11 16:48:12,2107,581
790,176369,2107,97,6492.21,-78.60000000000002,8.715,0.0,170,372.0,0,8715,14,2019-05-11 16:48:13,2107,582
791,176741,2107,95,6501.04,-78.60000000000002,8.827,0.0,170,372.0,0,8827,14,2019-05-11 16:48:14,2107,582
792,177112,2107,96,6509.89,-78.60000000000002,8.855,0.0,168,371.0,0,8855,14,2019-05-11 16:48:15,2107,581
793,177483,2107,97,6518.72,-78.60000000000002,8.827,0.0,171,371.0,0,8827,14,2019-05-11 16:48:16,2107,581
794,177857,2107,97,6527.47,-78.60000000000002,8.743,0.0,171,374.0,0,8743,14,2019-05-11 16:48:17,2107,581
795,178231,2107,96,6536.15,-78.60000000000002,8.687,0.0,171,374.0,0,8687,14,2019-05-11 16:48:18,2107,581
796,178600,2107,95,6544.72,-78.60000000000002,8.575,0.0,172,369.0,0,8575,14,2019-05-11 16:48:19,2107,581
797,178969,2108,94,6553.19,-78.39999999999998,8.463,0.0,174,369.0,0,8463,14,2019-05-11 16:48:20,2108,581
798,179334,2108,94,6561.66,-78.39999999999998,8.463,0.0,175,365.0,0,8463,14,2019-05-11 16:48:21,2108,581
799,179699,2108,92,6570.09,-78.39999999999998,8.435,0.0,175,365.0,0,8435,14,2019-05-11 16:48:22,2108,581
800,180067,2108,92,6578.49,-78.39999999999998,8.407,0.0,175,368.0,0,8407,14,2019-05-11 16:48:23,2108,581
801,180439,2108,92,6586.96,-78.39999999999998,8.463,0.0,175,372.0,0,8463,14,2019-05-11 16:48:24,2108,581
802,180813,2108,93,6595.58,-78.39999999999998,8.631,0.0,175,374.0,0,8631,14,2019-05-11 16:48:25,2108,581
803,181190,2108,94,6604.3,-78.39999999999998,8.715,0.0,176,377.0,0,8715,14,2019-05-11 16:48:26,2108,581
804,181566,2109,95,6613.16,-78.19999999999999,8.855,0.0,176,376.0,0,8855,14,2019-05-11 16:48:27,2109,581
805,181942,2109,97,6621.92,-78.19999999999999,8.771,0.0,176,376.0,0,8771,14,2019-05-11 16:48:28,2109,581
806,182316,2109,97,6630.54,-78.19999999999999,8.603,0.0,176,374.0,0,8603,14,2019-05-11 16:48:29,2109,581
807,182689,2109,94,6639.13,-78.19999999999999,8.603,0.0,176,373.0,0,8603,14,2019-05-11 16:48:30,2109,581
808,183062,2109,91,6647.82,-78.19999999999999,8.687,0.0,176,373.0,0,8687,13,2019-05-11 16:48:31,2109,581
809,183435,2109,93,6656.48,-78.19999999999999,8.659,0.0,175,373.0,0,8659,13,2019-05-11 16:48:32,2109,581
810,183808,2109,93,6665.19,-78.19999999999999,8.715,0.0,176,373.0,0,8715,13,2019-05-11 16:48:33,2109,581
811,184183,2109,94,6674.11,-78.19999999999999,8.911,0.0,176,375.0,0,8911,13,2019-05-11 16:48:34,2109,581
812,184558,2109,96,6682.96,-78.19999999999999,8.855,0.0,176,375.0,0,8855,13,2019-05-11 16:48:35,2109,582
813,184932,2108,97,6691.9,-78.39999999999998,8.939,0.0,176,374.0,0,8939,13,2019-05-11 16:48:36,2108,582
814,185306,2108,97,6700.72,-78.39999999999998,8.827,0.0,177,374.0,0,8827,13,2019-05-11 16:48:37,2108,582
815,185697,2108,96,6709.56,-78.39999999999998,8.827,0.0,177,391.0,0,8827,13,2019-05-11 16:48:38,2108,582
816,186088,2108,98,6717.85,-78.39999999999998,8.304,0.0,177,391.0,0,8304,13,2019-05-11 16:48:39,2108,582
817,186482,2108,98,6725.52,-78.39999999999998,7.66,0.0,177,394.0,0,7660,13,2019-05-11 16:48:40,2108,582
818,186482,2108,98,6733.17,-78.39999999999998,7.66,0.0,177,391.0,0,7660,13,2019-05-11 16:48:41,2108,582
819,187264,2108,82,6741.18,-78.39999999999998,7.996,0.0,177,391.0,0,7996,13,2019-05-11 16:48:42,2108,582
820,187654,2108,82,6748.75,-78.39999999999998,7.577,0.0,177,390.0,0,7577,13,2019-05-11 16:48:43,2108,582
821,188044,2108,89,6755.97,-78.39999999999998,7.222,0.0,177,390.0,0,7222,13,2019-05-11 16:48:44,2108,582
822,188435,2108,85,6763.24,-78.39999999999998,7.269,0.0,177,391.0,0,7269,13,2019-05-11 16:48:45,2108,582
823,188811,2108,85,6771.04,-78.39999999999998,7.8,0.0,177,376.0,0,7800,13,2019-05-11 16:48:46,2108,581
824,189187,2109,85,6778.92,-78.19999999999999,7.884,0.0,177,376.0,0,7884,13,2019-05-11 16:48:47,2109,581
825,189588,2109,91,6786.87,-78.19999999999999,7.94,0.0,178,401.0,0,7940,13,2019-05-11 16:48:48,2109,581
826,189989,2109,91,6794.75,-78.19999999999999,7.884,0.0,178,401.0,0,7884,13,2019-05-11 16:48:49,2109,581
827,190390,2109,92,6802.6,-78.19999999999999,7.856,0.0,178,401.0,0,7856,13,2019-05-11 16:48:50,2109,581
828,190791,2109,94,6810.38,-78.19999999999999,7.772,0.0,178,401.0,0,7772,13,2019-05-11 16:48:51,2109,581
829,191190,2109,94,6818.23,-78.19999999999999,7.856,0.0,178,399.0,0,7856,13,2019-05-11 16:48:52,2109,581
830,191587,2109,92,6826.12,-78.19999999999999,7.884,0.0,178,397.0,0,7884,13,2019-05-11 16:48:53,2109,581
831,191587,2109,88,6834.25,-78.19999999999999,8.136,0.0,178,199.0,0,8136,13,2019-05-11 16:48:54,2109,581
832,191986,2109,88,6842.47,-78.19999999999999,8.22,0.0,178,200.0,0,8220,13,2019-05-11 16:48:55,2109,581
833,192386,2109,90,6850.62,-78.19999999999999,8.136,0.0,178,400.0,0,8136,13,2019-05-11 16:48:56,2109,581
834,192788,2109,90,6858.63,-78.19999999999999,8.024,0.0,178,402.0,0,8024,13,2019-05-11 16:48:57,2109,581
835,193180,2109,90,6866.44,-78.19999999999999,7.8,0.0,178,392.0,0,7800,13,2019-05-11 16:48:58,2109,582
836,193572,2109,87,6874.07,-78.19999999999999,7.633,0.0,178,392.0,0,7633,13,2019-05-11 16:48:59,2109,582
837,193964,2109,87,6882.09,-78.19999999999999,8.024,0.0,178,392.0,0,8024,13,2019-05-11 16:49:00,2109,582
838,194365,2109,84,6890.42,-78.19999999999999,8.332,0.0,178,401.0,0,8332,13,2019-05-11 16:49:01,2109,582
839,194766,2109,83,6898.87,-78.19999999999999,8.435,0.0,178,401.0,0,8435,13,2019-05-11 16:49:02,2109,582
840,195168,2109,79,6907.43,-78.19999999999999,8.575,0.0,178,402.0,0,8575,13,2019-05-11 16:49:03,2109,582
841,195570,2109,79,6914.82,-78.19999999999999,7.381,0.0,178,402.0,0,7381,13,2019-05-11 16:49:04,2109,581
842,195960,2108,79,6922.2,-78.39999999999998,7.381,0.0,178,390.0,0,7381,13,2019-05-11 16:49:05,2108,581
843,196344,2108,79,6929.72,-78.39999999999998,7.521,0.0,178,384.0,0,7521,13,2019-05-11 16:49:06,2108,581
844,196721,2108,73,6937.57,-78.39999999999998,7.856,0.0,176,377.0,0,7856,13,2019-05-11 16:49:07,2108,581
845,197098,2108,73,6945.71,-78.39999999999998,8.136,0.0,174,377.0,0,8136,13,2019-05-11 16:49:08,2108,581
846,197503,2108,77,6953.99,-78.39999999999998,8.276,0.0,174,405.0,0,8276,13,2019-05-11 16:49:09,2108,582
847,197908,2108,79,6962.23,-78.39999999999998,8.248,0.0,174,405.0,0,8248,13,2019-05-11 16:49:10,2108,581
848,198307,2108,79,6970.6,-78.39999999999998,8.36,0.0,174,399.0,0,8360,13,2019-05-11 16:49:11,2108,581
849,198706,2108,78,6979.21,-78.39999999999998,8.603,0.0,174,399.0,0,8603,13,2019-05-11 16:49:12,2108,582
850,199111,2108,81,6988.08,-78.39999999999998,8.883,0.0,174,405.0,0,8883,13,2019-05-11 16:49:13,2108,582
851,199516,2108,81,6996.96,-78.39999999999998,8.883,0.0,174,405.0,0,8883,13,2019-05-11 16:49:14,2108,582
852,199923,2108,84,7006.66,-78.39999999999998,9.685,0.0,174,407.0,0,9685,13,2019-05-11 16:49:15,2108,582
853,200332,2108,88,7016.92,-78.39999999999998,10.273,0.0,174,409.0,0,10273,13,2019-05-11 16:49:16,2108,582
854,200740,2108,93,7027.36,-78.39999999999998,10.441,0.0,174,408.0,0,10441,13,2019-05-11 16:49:17,2108,581
855,201147,2108,97,7037.89,-78.39999999999998,10.525,0.0,174,407.0,0,10525,13,2019-05-11 16:49:18,2108,581
856,201554,2108,97,7048.44,-78.39999999999998,10.553,0.0,174,407.0,0,10553,13,2019-05-11 16:49:19,2108,582
857,201956,2108,98,7058.96,-78.39999999999998,10.525,0.0,173,402.0,0,10525,13,2019-05-11 16:49:20,2108,581
858,202354,2109,98,7069.44,-78.19999999999999,10.469,0.0,173,398.0,0,10469,13,2019-05-11 16:49:21,2109,581
859,202749,2109,98,7079.79,-78.19999999999999,10.357,0.0,171,395.0,0,10357,13,2019-05-11 16:49:22,2109,581
860,202749,2109,98,7090.18,-78.19999999999999,10.385,0.0,175,394.0,0,10385,13,2019-05-11 16:49:23,2109,581
861,203537,2109,96,7100.59,-78.19999999999999,10.413,0.0,175,394.0,0,10413,13,2019-05-11 16:49:24,2109,581
862,203931,2109,95,7111.1,-78.19999999999999,10.497,0.0,175,394.0,0,10497,13,2019-05-11 16:49:25,2109,581
863,204336,2108,95,7121.47,-78.39999999999998,10.385,0.0,175,405.0,0,10385,13,2019-05-11 16:49:26,2108,581
864,204738,2108,97,7131.77,-78.39999999999998,10.301,0.0,175,402.0,0,10301,13,2019-05-11 16:49:27,2108,581
865,205138,2108,97,7142.18,-78.39999999999998,10.413,0.0,175,400.0,0,10413,13,2019-05-11 16:49:28,2108,581
866,205538,2108,95,7152.57,-78.39999999999998,10.385,0.0,175,400.0,0,10385,13,2019-05-11 16:49:29,2108,581
867,206330,2108,98,7183.89,-78.39999999999998,10.441,0.0,175,396.0,0,10441,13,2019-05-11 16:49:32,2108,582
868,206726,2108,97,7194.36,-78.39999999999998,10.469,0.0,176,396.0,0,10469,13,2019-05-11 16:49:33,2108,581
869,207121,2108,96,7204.75,-78.39999999999998,10.385,0.0,176,395.0,0,10385,13,2019-05-11 16:49:34,2108,582
870,207516,2108,96,7215.1,-78.39999999999998,10.357,0.0,176,395.0,0,10357,13,2019-05-11 16:49:35,2108,582
871,207918,2108,96,7225.46,-78.39999999999998,10.357,0.0,176,402.0,0,10357,13,2019-05-11 16:49:36,2108,581
872,208320,2107,96,7235.6,-78.60000000000002,10.133,0.0,176,402.0,0,10133,13,2019-05-11 16:49:37,2107,582
873,208737,2107,97,7245.6,-78.60000000000002,9.993,0.0,178,417.0,0,9993,13,2019-05-11 16:49:38,2107,581
874,208737,2107,97,7255.58,-78.60000000000002,9.993,0.0,178,423.0,0,9993,13,2019-05-11 16:49:39,2107,581
875,209583,2107,95,7265.85,-78.60000000000002,10.273,0.0,179,423.0,0,10273,13,2019-05-11 16:49:40,2107,581
876,210004,2107,95,7275.94,-78.60000000000002,10.077,0.0,179,421.0,0,10077,13,2019-05-11 16:49:41,2107,581
877,210004,2107,95,7285.92,-78.60000000000002,9.993,0.0,179,424.0,0,9993,13,2019-05-11 16:49:42,2107,582
878,210852,2107,95,7295.97,-78.60000000000002,10.049,0.0,179,424.0,0,10049,13,2019-05-11 16:49:43,2107,582
879,211279,2107,95,7306.02,-78.60000000000002,10.049,0.0,179,427.0,0,10049,13,2019-05-11 16:49:44,2107,581
880,211709,2107,94,7316.14,-78.60000000000002,10.105,0.0,179,430.0,0,10105,13,2019-05-11 16:49:45,2107,582
881,212139,2107,94,7326.41,-78.60000000000002,10.273,0.0,179,430.0,0,10273,13,2019-05-11 16:49:46,2107,581
882,212564,2107,94,7336.67,-78.60000000000002,10.273,0.0,179,425.0,0,10273,13,2019-05-11 16:49:47,2107,581
883,212989,2107,95,7346.65,-78.60000000000002,9.965,0.0,179,425.0,0,9965,13,2019-05-11 16:49:48,2107,581
884,213408,2107,95,7356.56,-78.60000000000002,9.909,0.0,179,419.0,0,9909,13,2019-05-11 16:49:49,2107,581
885,213830,2107,92,7366.4,-78.60000000000002,9.853,0.0,179,422.0,0,9853,13,2019-05-11 16:49:50,2107,581
886,214256,2107,92,7376.42,-78.60000000000002,10.021,0.0,179,426.0,0,10021,13,2019-05-11 16:49:51,2107,581
887,214682,2107,92,7386.51,-78.60000000000002,10.077,0.0,179,426.0,0,10077,13,2019-05-11 16:49:52,2107,581
888,215112,2107,95,7396.7,-78.60000000000002,10.189,0.0,179,430.0,0,10189,13,2019-05-11 16:49:53,2107,581
889,215542,2107,95,7406.97,-78.60000000000002,10.273,0.0,179,430.0,0,10273,13,2019-05-11 16:49:54,2107,581
890,215972,2108,98,7417.24,-78.39999999999998,10.273,0.0,179,430.0,0,10273,13,2019-05-11 16:49:55,2108,581
891,216402,2108,98,7427.46,-78.39999999999998,10.217,0.0,179,430.0,0,10217,13,2019-05-11 16:49:56,2108,581
892,216823,2108,97,7437.58,-78.39999999999998,10.133,0.0,179,421.0,0,10133,13,2019-05-11 16:49:57,2108,581
893,217244,2108,96,7447.75,-78.39999999999998,10.161,0.0,179,421.0,0,10161,13,2019-05-11 16:49:58,2108,581
894,217668,2108,95,7457.88,-78.39999999999998,10.133,0.0,179,424.0,0,10133,13,2019-05-11 16:49:59,2108,581
895,218092,2108,93,7468.08,-78.39999999999998,10.189,0.0,179,424.0,0,10189,13,2019-05-11 16:50:00,2108,581
896,218518,2108,93,7478.24,-78.39999999999998,10.161,0.0,178,426.0,0,10161,13,2019-05-11 16:50:01,2108,581
